epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,32.9003,0.59715,1.53424,0.93371,0.73792,0.84575,0.90281,0.7905,0.58409,1.16481,0.94522,0.000593834,0.000593834,0.000593834
19,34.6116,0.60857,1.4261,0.90607,0.70704,0.87969,0.89736,0.7924,0.60445,1.22706,0.93263,0.000586765,0.000586765,0.000586765
20,36.3373,0.59047,1.44572,0.92761,0.68538,0.82324,0.91642,0.79591,0.6483,1.04827,0.97227,0.000579697,0.000579697,0.000579697
21,38.0511,0.60749,1.39934,0.92785,0.77816,0.92331,0.95724,0.80523,0.63463,0.9389,0.94545,0.000572628,0.000572628,0.000572628
22,39.7294,0.60182,1.42216,0.9286,0.67311,0.91722,0.88491,0.76136,0.64581,0.96176,0.94791,0.000565559,0.000565559,0.000565559
23,41.4461,0.58207,1.38733,0.9302,0.74063,0.9037,0.92294,0.79524,0.6424,0.88087,0.94908,0.000558491,0.000558491,0.000558491
24,43.1589,0.5788,1.31825,0.92375,0.8258,0.90828,0.96685,0.85972,0.56587,0.87459,0.94507,0.000551422,0.000551422,0.000551422
25,44.8482,0.56452,1.26816,0.92998,0.80747,0.93495,0.97508,0.85331,0.58437,0.76538,0.94332,0.000544354,0.000544354,0.000544354
26,46.5509,0.56485,1.26059,0.92223,0.90217,0.83568,0.97609,0.83743,0.60316,0.72712,0.94666,0.000537285,0.000537285,0.000537285
27,48.2567,0.52516,1.26493,0.89587,0.92926,0.94124,0.98104,0.86504,0.60194,0.63778,0.95802,0.000530216,0.000530216,0.000530216
28,49.963,0.55421,1.2635,0.92023,0.86901,0.90371,0.9511,0.83178,0.58315,0.71822,0.93747,0.000523148,0.000523148,0.000523148
29,51.6393,0.57781,1.35128,0.94727,0.88916,0.94772,0.96115,0.83422,0.5853,0.74455,0.92812,0.000516079,0.000516079,0.000516079
30,53.3256,0.53752,1.18716,0.90778,0.8485,0.94352,0.97786,0.8635,0.55398,0.72297,0.9291,0.000509011,0.000509011,0.000509011
31,55.0064,0.56545,1.19686,0.91528,0.86399,0.96019,0.97389,0.87797,0.52719,0.62605,0.92673,0.000501942,0.000501942,0.000501942
32,56.8684,0.5412,1.17628,0.90016,0.86163,0.97472,0.96612,0.8569,0.55298,0.58885,0.92591,0.000494873,0.000494873,0.000494873
33,58.6401,0.5294,1.11316,0.89161,0.8986,0.95788,0.97012,0.85603,0.54133,0.65204,0.92532,0.000487805,0.000487805,0.000487805
34,60.3084,0.51339,1.14809,0.9045,0.88925,0.95589,0.94624,0.84511,0.54034,0.74402,0.93981,0.000480736,0.000480736,0.000480736
35,61.9817,0.53586,1.15673,0.89518,0.87868,0.96758,0.95241,0.84702,0.56333,0.70789,0.95434,0.000473668,0.000473668,0.000473668
36,63.7234,0.54431,1.09296,0.91946,0.92571,0.93676,0.97875,0.85381,0.59182,0.56978,0.96547,0.000466599,0.000466599,0.000466599
37,65.3698,0.50768,1.01653,0.89003,0.92742,0.98104,0.97621,0.86334,0.57924,0.54919,0.9527,0.00045953,0.00045953,0.00045953
38,67.0381,0.51837,1.07264,0.91571,0.88525,0.95772,0.9743,0.86532,0.56866,0.65724,0.93518,0.000452462,0.000452462,0.000452462
39,68.694,0.48416,1.01294,0.88467,0.91983,0.8924,0.97742,0.87337,0.55907,0.64258,0.92626,0.000445393,0.000445393,0.000445393
40,70.3598,0.48071,1.07219,0.89062,0.90178,0.94023,0.97925,0.87241,0.55687,0.574,0.92084,0.000438325,0.000438325,0.000438325
41,72.0132,0.49814,1.05995,0.89819,0.94711,0.96667,0.98675,0.88731,0.55018,0.51611,0.91795,0.000431256,0.000431256,0.000431256
42,73.7668,0.51617,1.03236,0.91143,0.9001,1,0.995,0.89869,0.52322,0.51418,0.92218,0.000424187,0.000424187,0.000424187
43,75.5735,0.52534,1.01002,0.90117,0.94289,1,0.99029,0.88637,0.53935,0.55929,0.93099,0.000417119,0.000417119,0.000417119
44,77.4405,0.49136,1.0211,0.89691,0.92219,0.95629,0.98695,0.87235,0.54698,0.60437,0.91692,0.00041005,0.00041005,0.00041005
45,79.1667,0.46272,0.97191,0.86635,0.93072,0.94667,0.97375,0.84947,0.56596,0.54499,0.92454,0.000402982,0.000402982,0.000402982
46,80.8205,0.4722,1.00378,0.88571,0.92526,0.96408,0.98446,0.87801,0.5452,0.50273,0.93481,0.000395913,0.000395913,0.000395913
47,82.6162,0.46465,0.92809,0.88144,0.92057,0.98451,0.99271,0.8804,0.57166,0.51725,0.94871,0.000388844,0.000388844,0.000388844
48,84.3189,0.47457,0.95999,0.88739,0.94217,0.9539,0.98446,0.86671,0.55895,0.50644,0.94265,0.000381776,0.000381776,0.000381776
49,85.9753,0.49297,0.9707,0.89573,0.94827,0.92906,0.98446,0.87198,0.55053,0.49711,0.93262,0.000374707,0.000374707,0.000374707
50,87.6841,0.45618,0.86144,0.86315,0.94114,0.98159,0.995,0.88513,0.53596,0.48846,0.92368,0.000367639,0.000367639,0.000367639
51,89.3634,0.47308,0.93703,0.89677,0.87588,0.91075,0.96183,0.84023,0.52765,0.54279,0.92235,0.00036057,0.00036057,0.00036057
52,91.1555,0.46432,0.96525,0.86554,0.94082,0.94777,0.98446,0.88011,0.52309,0.4909,0.91229,0.000353501,0.000353501,0.000353501
53,92.9282,0.48421,0.93912,0.88623,0.92778,0.95754,0.97621,0.87768,0.52794,0.47884,0.90864,0.000346433,0.000346433,0.000346433
54,94.5985,0.48333,0.93723,0.88309,0.90266,0.9714,0.97012,0.87354,0.52236,0.50361,0.91459,0.000339364,0.000339364,0.000339364
55,96.2413,0.45833,0.94319,0.88759,0.86246,0.96263,0.97012,0.87089,0.5126,0.50083,0.91555,0.000332296,0.000332296,0.000332296
56,97.9227,0.43775,0.91723,0.88098,0.87555,0.93007,0.97012,0.87492,0.51494,0.51108,0.90889,0.000325227,0.000325227,0.000325227
57,99.596,0.43969,0.8669,0.88136,0.93257,0.95364,0.98675,0.87561,0.52762,0.48001,0.91154,0.000318158,0.000318158,0.000318158
58,101.275,0.41344,0.83915,0.86562,0.94804,0.95399,0.98675,0.86925,0.53793,0.46108,0.91259,0.00031109,0.00031109,0.00031109
59,102.927,0.41702,0.78323,0.85379,0.92016,0.98748,0.98675,0.87767,0.53236,0.45081,0.91813,0.000304021,0.000304021,0.000304021
60,104.624,0.45532,0.87555,0.88823,0.9668,0.95165,0.98675,0.87749,0.52124,0.43861,0.91676,0.000296953,0.000296953,0.000296953
61,106.274,0.47087,0.84407,0.87963,0.96473,0.95271,0.98675,0.87658,0.52993,0.43476,0.91249,0.000289884,0.000289884,0.000289884
62,107.925,0.46315,0.85339,0.88475,0.95248,0.95768,0.98675,0.86004,0.58485,0.4409,0.93347,0.000282815,0.000282815,0.000282815
63,109.767,0.4594,0.83989,0.87527,0.92808,0.98358,0.995,0.8651,0.59771,0.44301,0.93428,0.000275747,0.000275747,0.000275747
64,111.457,0.42332,0.8165,0.8766,0.96137,0.99428,0.995,0.88037,0.53295,0.411,0.90762,0.000268678,0.000268678,0.000268678
65,113.182,0.42156,0.79631,0.85405,0.96837,0.98311,0.995,0.88836,0.54657,0.40896,0.90993,0.00026161,0.00026161,0.00026161
66,114.917,0.42057,0.81539,0.86869,0.97301,0.98033,0.995,0.88516,0.52753,0.40761,0.90964,0.000254541,0.000254541,0.000254541
67,116.666,0.45874,0.84046,0.8852,0.96764,0.99518,0.995,0.89787,0.47501,0.39617,0.90229,0.000247472,0.000247472,0.000247472
68,118.397,0.44244,0.8507,0.8828,0.96817,1,0.995,0.90394,0.4901,0.39669,0.90596,0.000240404,0.000240404,0.000240404
69,120.06,0.43452,0.79546,0.87747,0.97588,1,0.995,0.89802,0.51637,0.39326,0.90664,0.000233335,0.000233335,0.000233335
70,121.744,0.42502,0.77955,0.86442,0.96551,1,0.995,0.90738,0.50041,0.38787,0.90206,0.000226267,0.000226267,0.000226267
71,123.424,0.43763,0.7728,0.87472,0.96663,1,0.995,0.91201,0.4965,0.40112,0.9038,0.000219198,0.000219198,0.000219198
72,125.137,0.40466,0.74752,0.86055,0.95873,0.99795,0.995,0.89604,0.5247,0.41953,0.91914,0.000212129,0.000212129,0.000212129
73,126.853,0.42315,0.77171,0.87687,0.95964,0.98641,0.995,0.89109,0.53741,0.40889,0.92474,0.000205061,0.000205061,0.000205061
74,128.521,0.39873,0.8047,0.86501,0.96102,0.98489,0.995,0.89203,0.53263,0.40537,0.92004,0.000197992,0.000197992,0.000197992
75,130.177,0.42289,0.79804,0.88809,0.94977,0.99115,0.995,0.89874,0.52699,0.39873,0.91484,0.000190924,0.000190924,0.000190924
76,131.894,0.41653,0.7708,0.8787,0.94486,1,0.98675,0.8881,0.52898,0.40357,0.9121,0.000183855,0.000183855,0.000183855
77,133.817,0.42841,0.76188,0.86679,0.94919,1,0.98675,0.89359,0.52404,0.40211,0.91269,0.000176786,0.000176786,0.000176786
78,135.586,0.41981,0.75297,0.8553,0.95439,1,0.995,0.90718,0.50822,0.39681,0.91323,0.000169718,0.000169718,0.000169718
79,137.242,0.39929,0.73449,0.8592,0.96407,1,0.995,0.91089,0.50112,0.3918,0.91144,0.000162649,0.000162649,0.000162649
80,138.952,0.42512,0.73158,0.86438,0.95755,1,0.995,0.89886,0.51086,0.39237,0.90506,0.000155581,0.000155581,0.000155581
81,140.733,0.40979,0.73436,0.86409,0.94049,1,0.995,0.88506,0.51632,0.39537,0.90205,0.000148512,0.000148512,0.000148512
82,142.498,0.39875,0.7242,0.85164,0.94111,1,0.995,0.8801,0.52014,0.39968,0.90295,0.000141443,0.000141443,0.000141443
83,144.326,0.39947,0.7242,0.85307,0.95129,1,0.995,0.8831,0.53024,0.39902,0.90537,0.000134375,0.000134375,0.000134375
84,146.006,0.38703,0.73025,0.8498,0.97138,0.99868,0.995,0.89585,0.52246,0.39735,0.90681,0.000127306,0.000127306,0.000127306
85,147.716,0.37709,0.69977,0.86161,0.96413,0.99986,0.995,0.90138,0.51594,0.39654,0.907,0.000120238,0.000120238,0.000120238
86,149.448,0.38591,0.69097,0.85061,0.96218,0.99257,0.995,0.89802,0.52166,0.40183,0.90731,0.000113169,0.000113169,0.000113169
87,151.149,0.41255,0.74476,0.86855,0.96365,0.98316,0.995,0.89671,0.52764,0.40113,0.90607,0.0001061,0.0001061,0.0001061
88,152.853,0.37172,0.65845,0.86645,0.95901,0.98496,0.995,0.89626,0.51706,0.38273,0.90026,9.90318e-05,9.90318e-05,9.90318e-05
89,154.529,0.3818,0.71887,0.85885,0.97196,0.95714,0.98675,0.88624,0.51657,0.37283,0.90088,9.19632e-05,9.19632e-05,9.19632e-05
90,156.253,0.3821,0.68052,0.84753,0.97357,0.95703,0.98675,0.88683,0.51907,0.37696,0.90266,8.48946e-05,8.48946e-05,8.48946e-05
91,198.325,0.32782,0.77552,0.81602,0.97148,0.96075,0.98675,0.8818,0.52409,0.37667,0.90554,7.7826e-05,7.7826e-05,7.7826e-05
92,200.149,0.33871,0.74168,0.83317,0.96566,0.96667,0.98675,0.88936,0.51368,0.37403,0.90593,7.07574e-05,7.07574e-05,7.07574e-05
93,201.815,0.33049,0.7648,0.81248,0.96297,0.96333,0.98675,0.89271,0.50996,0.37631,0.90542,6.36888e-05,6.36888e-05,6.36888e-05
94,203.574,0.32768,0.76145,0.81323,0.962,0.95866,0.98675,0.89219,0.50923,0.37611,0.9042,5.66202e-05,5.66202e-05,5.66202e-05
95,205.219,0.32228,0.75897,0.80955,0.95963,0.95625,0.98675,0.89408,0.50473,0.37648,0.90308,4.95516e-05,4.95516e-05,4.95516e-05
96,206.942,0.31661,0.7212,0.80533,0.95434,0.95572,0.98675,0.89832,0.50728,0.37338,0.90482,4.2483e-05,4.2483e-05,4.2483e-05
97,208.693,0.31037,0.7057,0.80309,0.95294,0.95616,0.98675,0.89762,0.51228,0.37255,0.90573,3.54144e-05,3.54144e-05,3.54144e-05
98,210.411,0.31608,0.73143,0.79578,0.92862,0.99298,0.98675,0.89542,0.5128,0.37703,0.90576,2.83458e-05,2.83458e-05,2.83458e-05
99,212.112,0.33828,0.73841,0.82681,0.93253,1,0.98675,0.8856,0.51161,0.37668,0.90556,2.12772e-05,2.12772e-05,2.12772e-05
100,213.766,0.31049,0.70547,0.81565,0.94294,0.96492,0.98675,0.88533,0.51159,0.37366,0.90625,1.42086e-05,1.42086e-05,1.42086e-05
